,id_left,text_left,id_right,text_right,label
1532,Q212,How many consecutive starts did Brett Favre have this season?,D212-9,"He has led teams to eight division championships ( 1995 , 1996 , 1997 , 2002 , 2003 , 2004 , 2007 , 2009 ), five NFC Championship Games ( 1995 , 1996 , 1997 , 2007 , 2009 ), and two Super Bowl appearances ( Super Bowl XXXI , Super Bowl XXXII ), winning one (Super Bowl XXXI).",0.0
1533,Q212,How many consecutive starts did Brett Favre have this season?,D212-10,"He holds many NFL records, including most career touchdown passes , most career passing yards , most career pass completions , most career pass attempts , most career interceptions thrown , most consecutive starts by a player , most consecutive starts by a quarterback , most career victories as a starting quarterback , most sacked , and most fumbles .",0.0
1534,Q212,How many consecutive starts did Brett Favre have this season?,D212-11,"He is also referred to by his nickname ""The Gunslinger"".",0.0
1535,Q214,what does salesforce.com do?,D214-0,"Salesforce.com Inc. is a global enterprise software company headquartered in San Francisco , California .",0.0
1536,Q214,what does salesforce.com do?,D214-1,"Though best known for its customer relationship management (CRM) product, Salesforce has also expanded into the ""social enterprise arena"" through acquisitions.",1.0
1537,Q214,what does salesforce.com do?,D214-2,"It is currently ranked the most innovative company in America by Forbes magazine, as well as number 27 in Fortunes magazine's 100 Best Companies to Work For in 2012.",0.0
1538,Q214,what does salesforce.com do?,D214-3,"As of April 2013, the company is ranked sixth in providing services in marketing and customer service automation.",0.0
1539,Q214,what does salesforce.com do?,D214-4,It is listed on the New York Stock Exchange and is a constituent of the S&P 500 index.,0.0
1540,Q215,how long does it take for seahorses to mate?,D215-0,Seahorse is the title given to 54 species of marine fish in the genus Hippocampus.,0.0
1541,Q215,how long does it take for seahorses to mate?,D215-1,"""Hippocampus"" comes from the Ancient Greek hippos meaning ""horse"" and kampos meaning ""sea monster"".",0.0
1542,Q217,what does 1 year mean to the planet,D217-0,"Earth is the third planet from the Sun , and the densest and fifth-largest of the eight planets in the Solar System .",0.0
1543,Q217,what does 1 year mean to the planet,D217-1,It is also the largest of the Solar System's four terrestrial planets .,0.0
1544,Q217,what does 1 year mean to the planet,D217-2,It is sometimes referred to as the world or the Blue Planet.,0.0
1545,Q217,what does 1 year mean to the planet,D217-3,"Earth formed approximately 4.54 billion years ago, and life appeared on its surface within its first billion years.",0.0
1546,Q217,what does 1 year mean to the planet,D217-4,"Earth's biosphere then significantly altered the atmospheric and other basic physical conditions, which enabled the proliferation of organisms as well as the formation of the ozone layer , which together with Earth's magnetic field blocked harmful solar radiation , and permitted formerly ocean-confined life to move safely to land.",0.0
1547,Q217,what does 1 year mean to the planet,D217-5,"The physical properties of the Earth , as well as its geological history and orbit, have allowed life to persist.",0.0
1548,Q217,what does 1 year mean to the planet,D217-6,"Estimates on how much longer the planet will be able to continue to support life range from , to as long as .",0.0
1549,Q217,what does 1 year mean to the planet,D217-7,"Earth's lithosphere is divided into several rigid segments, or tectonic plates , that migrate across the surface over periods of many millions of years .",0.0
1550,Q217,what does 1 year mean to the planet,D217-8,"About 71% of the surface is covered by salt water oceans, with the remainder consisting of continents and islands which together have many lakes and other sources of water that contribute to the hydrosphere .",0.0
1551,Q217,what does 1 year mean to the planet,D217-9,Earth's poles are mostly covered with ice that is the solid ice of the Antarctic ice sheet and the sea ice that is the polar ice packs .,0.0
1552,Q217,what does 1 year mean to the planet,D217-10,"The planet's interior remains active, with a solid iron inner core , a liquid outer core that generates the magnetic field, and a thick layer of relatively solid mantle .",0.0
1553,Q217,what does 1 year mean to the planet,D217-11,"Earth gravitationally interacts with other objects in space, especially the Sun and the Moon .",0.0
1554,Q217,what does 1 year mean to the planet,D217-12,"During one orbit around the Sun, the Earth rotates about its own axis 366.26 times, creating 365.26 solar days , or one sidereal year .",1.0
1555,Q217,what does 1 year mean to the planet,D217-13,"The Earth's axis of rotation is tilted 23.4° away from the perpendicular of its orbital plane , producing seasonal variations on the planet's surface with a period of one tropical year (365.24 solar days).",0.0
1556,Q217,what does 1 year mean to the planet,D217-14,The Moon is Earth's only natural satellite .,0.0
1557,Q217,what does 1 year mean to the planet,D217-15,It began orbiting the Earth about .,0.0
1558,Q217,what does 1 year mean to the planet,D217-16,"The Moon's gravitational interaction with Earth stimulates ocean tides , stabilizes the axial tilt, and gradually slows the planet's rotation.",0.0
1559,Q217,what does 1 year mean to the planet,D217-17,"The planet is home to millions of species of life , including humans .",0.0
1560,Q217,what does 1 year mean to the planet,D217-18,Both the mineral resources of the planet and the products of the biosphere contribute resources that are used to support a global human population .,0.0
1561,Q217,what does 1 year mean to the planet,D217-19,"These inhabitants are grouped into about 200 independent sovereign states , which interact through diplomacy, travel, trade, and military action.",0.0
1562,Q217,what does 1 year mean to the planet,D217-20,"Human cultures have developed many views of the planet, including its personification as a planetary deity , its shape as flat , its position as the center of the universe , and in the modern Gaia Principle , as a single, self-regulating organism in its own right.",0.0
1563,Q218,what cords are used for in wiccan,D218-0,"The Magician from the Waite-Smith tarot , who is depicted using the same tools that modern Wiccans use.",0.0
1564,Q218,what cords are used for in wiccan,D218-1,"In the neopagan religion of Wicca , a range of magical tools are used in ritual practice.",0.0
1565,Q218,what cords are used for in wiccan,D218-2,"Each of these tools has different uses and associations, and are used primarily to direct magical energies.",0.0
1566,Q218,what cords are used for in wiccan,D218-3,"They are used at an altar , inside a magic circle.",0.0
1567,Q218,what cords are used for in wiccan,D218-4,"In traditional Gardnerian Wicca , the tools are often divided into personal tools, which are for use by, and owned by, an individual Wiccan, and coven tools, used collectively by the coven .",0.0
1568,Q218,what cords are used for in wiccan,D218-5,"This practice may derive partly from Masonic traditions (such as the use of the Square and Compasses ), from which Wicca draws some material, and partly from the rituals of the Hermetic Order of the Golden Dawn .",0.0
1569,Q218,what cords are used for in wiccan,D218-6,"The latter made much use of material from medieval grimoires such as the Key of Solomon , which has many illustrations of magical tools and instructions for their preparation.",0.0
1570,Q219,what is feedback mechanism in plants during respiration,D219-0,Typical eukaryotic cell .,0.0
1571,Q219,what is feedback mechanism in plants during respiration,D219-1,"Cellular respiration is the set of the metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate (ATP), and then release waste products.",1.0
1572,Q219,what is feedback mechanism in plants during respiration,D219-2,"The reactions involved in respiration are catabolic reactions , which break large molecules into smaller ones, releasing energy in the process as weak so-called ""high-energy"" bonds are replaced by stronger bonds in the products.",0.0
1573,Q219,what is feedback mechanism in plants during respiration,D219-3,Respiration is one of the key ways a cell gains useful energy to fuel cellular activity.,0.0
